,movie_id,title,genre,release_year,runtime,rating,vote_count,director,cast,overview,gross,poster_link
1667,481848,The Call of the Wild,"['Adventure', 'Family', 'Drama']",2020,100,7.6,3666,Chris Sanders,"['Harrison Ford', 'Dan Stevens', 'Colin Woodell', 'Karen Gillan']","Buck is a big-hearted dog whose blissful domestic life is turned upside down when he is suddenly uprooted from his California home and transplanted to the exotic wilds of the Yukon during the Gold Rush of the 1890s. As the newest rookie on a mail delivery dog sled team—and later its leader—Buck experiences the adventure of a lifetime, ultimately finding his true place in the world and becoming his own master.",2200000,/33VdppGbeNxICrFUtW2WpGHvfYc.jpg
1668,482321,Ron's Gone Wrong,"['Animation', 'Science Fiction', 'Family', 'Comedy']",2021,107,7.9,1826,Sarah Smith,"['Zach Galifianakis', 'Jack Dylan Grazer', 'Ed Helms', 'Olivia Colman']","In a world where walking, talking, digitally connected bots have become children's best friends, an 11-year-old finds that his robot buddy doesn't quite work the same as the others do.",60692022,/plzgQAXIEHm4Y92ktxU6fedUc0x.jpg
1669,482373,Don't Breathe 2,"['Thriller', 'Horror']",2021,98,7.073,2516,Rodo Sayagues,"['Stephen Lang', 'Madelyn Grace', 'Brendan Sexton III', 'Adam Young']","The Blind Man has been hiding out for several years in an isolated cabin and has taken in and raised a young girl orphaned from a devastating house fire. Their quiet life together is shattered when a group of criminals kidnap the girl, forcing the Blind Man to leave his safe haven to save her.",43800000,/hRMfgGFRAZIlvwVWy8DYJdLTpvN.jpg
1670,484718,Coming 2 America,['Comedy'],2021,110,6.417,2188,Craig Brewer,"['Eddie Murphy', 'Arsenio Hall', 'Jermaine Fowler', 'Leslie Jones']","Prince Akeem Joffer is set to become King of Zamunda when he discovers he has a son he never knew about in America – a street savvy Queens native named Lavelle. Honoring his royal father's dying wish to groom this son as the crown prince, Akeem and Semmi set off to America once again.",-60000000,/nWBPLkqNApY5pgrJFMiI9joSI30.jpg
1671,485811,Redcon-1,"['Action', 'Horror', 'Science Fiction']",2018,117,5.7,304,Chee Keong Cheung,"['Oris Erhuero', 'Carlos Gallardo', 'Mark Strange', 'Joshua Dickinson']","After a zombie apocalypse spreads from a London prison, the UK is brought to its knees. The spread of the virus is temporarily contained but, without a cure, it’s only a matter of time before it breaks its boundaries and the biggest problem of all… any zombies with combat skills are now enhanced. With the South East of England quarantined from the rest of the world using fortified borders, intelligence finds that the scientist responsible for the outbreak is alive and well in London. With his recovery being the only hope of a cure, a squad of eight Special Forces soldiers is sent on a suicide mission to the city, now ruled by the undead, with a single task: get him out alive within 72 hours by any means necessary. What emerges is an unlikely pairing on a course to save humanity against ever-rising odds.",0,/vVPrWngVJ2cfYAncBedQty69Dlf.jpg
1672,486589,Red Shoes and the Seven Dwarfs,"['Animation', 'Fantasy', 'Drama', 'Family', 'Comedy', 'Romance']",2019,92,7.725,1071,Hong Sung-ho,"['Chloë Grace Moretz', 'Sam Claflin', 'Gina Gershon', 'Jim Rash']","Princes who have been turned into Dwarfs seek the red shoes of a lady in order to break the spell, although it will not be easy.",10054356,/MBiKqTsouYqAACLYNDadsjhhC0.jpg
1673,487047,A Witches' Ball,"['Family', 'Fantasy', 'Science Fiction']",2017,90,6.3,60,Justin G. Dyck,"['Morgan Neundorf', 'Joey Fatone', 'Karen Slater', 'Loukia Ioannou']","Every year the Witching World gathers to celebrate the newly inducted witches into their world. Beatrix (12) is eager to become part of this world, but when her pending magical status is jeopardized she needs the help of her furry best friend Muggs (voiced by Joey Fatone) to solve some magical riddles before the big event. Will Beatrix sink or soar on the night of the Witches' Ball?",0,/70RiLlSIi5q17Ybnq61rUt8JVoU.jpg
1674,491418,Instant Family,"['Comedy', 'Drama']",2018,118,7.523,2917,Sean Anders,"['Mark Wahlberg', 'Rose Byrne', 'Allyn Rachel', 'Isabela Merced']","When Pete and Ellie decide to start a family, they stumble into the world of foster care adoption. They hope to take in one small child but when they meet three siblings, including a rebellious 15 year old girl, they find themselves speeding from zero to three kids overnight.",73000000,/dic3GdmMpxxfkCQfvZnasb5ZkSG.jpg
1675,491480,The Boy Who Harnessed the Wind,"['Drama', 'History']",2019,113,7.917,1636,Chiwetel Ejiofor,"['Maxwell Simba', 'Chiwetel Ejiofor', 'Aïssa Maïga', 'Lily Banda']","Against all the odds, a thirteen year old boy in Malawi invents an unconventional way to save his family and village from famine.",0,/yOr7RxHw15MMXNxGMXSmngDqHyI.jpg
1676,491854,Foxtrot Six,"['Action', 'Science Fiction']",2019,114,6.143,42,Randy Korompis,"['Oka Antara', 'Rio Dewanto', 'Verdi Solaiman', 'Mike Lewis']","Escalating climate change is turning the world economy upside down. With crops dying and food price spiking, FOOD has replaced oil as the world's most valuable commodity.  Among the very few lands still left fertile, Indonesia is quickly rising as the next economic superpower, when its government is suddenly and ruthlessly overtaken by a popular rogue political party.  In just three days, six former Marines must work together, find their long-lost brotherhood, stop a nationwide government- sanctioned genocide, and save millions of lives, for one last shot at redemption. Or die trying.",0,/o7c8FKCZFIrLKrZSzgqufvNo4mr.jpg
1678,493529,Dungeons & Dragons: Honor Among Thieves,"['Adventure', 'Fantasy', 'Comedy']",2023,134,7.37,3397,John Francis Daley,"['Chris Pine', 'Michelle Rodriguez', 'Justice Smith', 'Sophia Lillis']","A charming thief and a band of unlikely adventurers undertake an epic heist to retrieve a lost relic, but things go dangerously awry when they run afoul of the wrong people.",57200000,/v7UF7ypAqjsFZFdjksjQ7IUpXdn.jpg
1679,493922,Hereditary,"['Horror', 'Mystery', 'Thriller']",2018,128,7.29,7522,Ari Aster,"['Toni Collette', 'Alex Wolff', 'Gabriel Byrne', 'Ann Dowd']","Following the death of Ellen Leigh, the matriarch of their family, her daughter Annie and the rest of the family start to uncover disturbing secrets about their heritage.  Their daily lives are not only impacted, but they also become entangled in a chilling fate from which they cannot escape, driving them to the brink of madness.",77825916,/p9fmuz2Oj3HtEJEqbIwkFGUhVXD.jpg
1680,495764,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),"['Action', 'Crime']",2020,109,6.924,10139,Cathy Yan,"['Margot Robbie', 'Rosie Perez', 'Mary Elizabeth Winstead', 'Jurnee Smollett']","Harley Quinn joins forces with a singer, an assassin and a police detective to help a young girl who had a hit placed on her after she stole a rare diamond from a crime lord.",130537933,/h4VB6m0RwcicVEZvzftYZyKXs6K.jpg
1681,497828,Triangle of Sadness,"['Comedy', 'Drama']",2022,147,7.088,2092,Ruben Östlund,"['Harris Dickinson', 'Charlbi Dean', 'Woody Harrelson', 'Zlatko Burić']","A celebrity model couple are invited on a luxury cruise for the uber-rich, helmed by an unhinged, alcoholic captain. What first appears Instagrammable ends catastrophically, leaving the survivors stranded on a desert island in a struggle of hierarchy.",9133572,/k9eLozCgCed5FGTSdHu0bBElAV8.jpg
1682,499701,Dora and the Lost City of Gold,"['Adventure', 'Comedy', 'Family', 'Fantasy']",2019,102,6.648,1683,James Bobin,"['Isabela Merced', 'Jeffrey Wahlberg', 'Madeleine Madden', 'Eugenio Derbez']","Dora, a girl who has spent most of her life exploring the jungle with her parents, now must navigate her most dangerous adventure yet: high school. Always the explorer, Dora quickly finds herself leading Boots (her best friend, a monkey), Diego, and a rag tag group of teens on an adventure to save her parents and solve the impossible mystery behind a lost Inca civilization.",71600000,/xvYCZ740XvngXK0FNeSNVTJJJ5v.jpg
1683,499932,The Devil All the Time,"['Crime', 'Drama', 'Thriller']",2020,138,7.211,3275,Antonio Campos,"['Tom Holland', 'Bill Skarsgård', 'Riley Keough', 'Jason Clarke']","In Knockemstiff, Ohio and its neighboring backwoods, sinister characters converge around young Arvin Russell as he fights the evil forces that threaten him and his family.",0,/bVL7LGq528h3KzeNI90HOVbV5uW.jpg
1684,501190,"God, Sex and Truth",['Romance'],2018,19,6.5,24,Ram Gopal Varma,['Mia Malkova'],"'God, Sex and Truth' delves into the world of sex where it digs out and projects the deepest dignity, divinity of the act and a women's true purpose of her sexuality.",0,/vaqtTC12oX94ChZUljXRz4fw2ch.jpg
1685,501929,The Mitchells vs. the Machines,"['Animation', 'Adventure', 'Comedy']",2021,110,7.904,2899,Mike Rianda,"['Abbi Jacobson', 'Danny McBride', 'Maya Rudolph', 'Mike Rianda']","A quirky, dysfunctional family's road trip is upended when they find themselves in the middle of the robot apocalypse and suddenly become humanity's unlikeliest last hope.",-75000000,/mI2Di7HmskQQ34kz0iau6J1vr70.jpg
1686,502033,Sound of Metal,"['Drama', 'Music']",2020,120,7.725,2469,Darius Marder,"['Riz Ahmed', 'Olivia Cooke', 'Paul Raci', 'Lauren Ridloff']","Metal drummer Ruben begins to lose his hearing. When a doctor tells him his condition will worsen, he thinks his career and life is over. His girlfriend Lou checks the former addict into a rehab for the deaf hoping it will prevent a relapse and help him adapt to his new life. After being welcomed and accepted just as he is, Ruben must choose between his new normal and the life he once knew.",516520,/3178oOJKKPDeQ2legWQvMPpllv.jpg
1687,502356,The Super Mario Bros. Movie,"['Animation', 'Family', 'Adventure', 'Fantasy', 'Comedy']",2023,93,7.655,8929,Michael Jelenic,"['Chris Pratt', 'Anya Taylor-Joy', 'Charlie Day', 'Jack Black']","While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.",1262000000,/qNBAXBIQlnOThrVvA6mA2B5ggV6.jpg
1688,503417,She Came to Me,"['Romance', 'Comedy', 'Drama']",2023,102,6.084,89,Rebecca Miller,"['Peter Dinklage', 'Anne Hathaway', 'Marisa Tomei', 'Evan Ellison']","Composer Steven Lauddem is plagued by a creative block which leaves him unable to finish the score for his big comeback opera. When his former therapist-turned-wife Patricia suggests he rekindle his creativity by getting lost in the city, Steven sets out in search of inspiration. His epiphany comes after he meets a spirited woman named Katrina and discovers his life has much more potential than he bargained for, or ever could have imagined.",0,/2lG18RqCK8qTk7R5jA1L7ZRMWXu.jpg
1689,503736,Army of the Dead,"['Action', 'Crime', 'Horror']",2021,148,6.24,3940,Zack Snyder,"['Dave Bautista', 'Ella Purnell', 'Omari Hardwick', 'Ana de la Reguera']","Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble: venturing into the quarantine zone to pull off the greatest heist ever attempted.",100700000,/z8CExJekGrEThbpMXAmCFvvgoJR.jpg
1690,503919,The Lighthouse,"['Drama', 'Fantasy', 'Thriller']",2019,109,7.509,4766,Robert Eggers,"['Robert Pattinson', 'Willem Dafoe', 'Valeriia Karaman', 'Logan Hawkes']",Two lighthouse keepers try to maintain their sanity while living on a remote and mysterious New England island in the 1890s.,7100000,/3nk9UoepYmv1G9oP18q6JJCeYwN.jpg
1691,504148,The Serpent,['Action'],2021,90,6.159,41,Gia Skova,"['Gia Skova', 'Travis Aaron Wade', 'Nigel Vonas', 'Jason Burrill']",Top special agent Lucinda Kavsky works for a secret part of the CIA. She's given a special assignment but then set up by her own agency.,0,/5OSfx8jJrjHWO9SU3Wtfd7Rs8PF.jpg
1692,504172,The Mule,"['Crime', 'Drama']",2018,116,6.847,4880,Clint Eastwood,"['Clint Eastwood', 'Bradley Cooper', 'Laurence Fishburne', 'Michael Peña']","Earl Stone, a man in his eighties, is broke, alone, and facing foreclosure of his business when he is offered a job that simply requires him to drive. Easy enough, but, unbeknownst to Earl, he's just signed on as a drug courier for a Mexican cartel. He does so well that his cargo increases exponentially, and Earl hit the radar of hard-charging DEA agent Colin Bates.",124800000,/oeZh7yEz3PMnZLgBPhrafFHRbVz.jpg
1693,504949,The King,"['Drama', 'History', 'War']",2019,140,7.155,3168,David Michôd,"['Timothée Chalamet', 'Joel Edgerton', 'Sean Harris', 'Tom Glynn-Carney']","England, 15th century. Hal, a capricious prince who lives among the populace far from court, is forced by circumstances to reluctantly accept the throne and become Henry V.",0,/8u0QBGUbZcBW59VEAdmeFl9g98N.jpg
1694,505026,Death on the Nile,"['Mystery', 'Crime', 'Thriller']",2022,127,6.431,3594,Kenneth Branagh,"['Kenneth Branagh', 'Tom Bateman', 'Annette Bening', 'Russell Brand']",Belgian sleuth Hercule Poirot's Egyptian vacation aboard a glamorous river steamer turns into a terrifying search for a murderer when a picture-perfect couple's idyllic honeymoon is tragically cut short.,47307235,/kVr5zIAFSPRQ57Y1zE7KzmhzdMQ.jpg
1695,505642,Black Panther: Wakanda Forever,"['Action', 'Adventure', 'Science Fiction']",2022,162,7.104,6376,Ryan Coogler,"['Letitia Wright', 'Tenoch Huerta Mejía', ""Lupita Nyong'o"", 'Danai Gurira']","Queen Ramonda, Shuri, M’Baku, Okoye and the Dora Milaje fight to protect their nation from intervening world powers in the wake of King T’Challa’s death.  As the Wakandans strive to embrace their next chapter, the heroes must band together with the help of War Dog Nakia and Everett Ross and forge a new path for the kingdom of Wakanda.",609102154,/sv1xJUazXeYqALzczSZ3O6nkH75.jpg
1696,506680,Unbroken: Path to Redemption,['Drama'],2018,98,6.6,140,Harold Cronk,"['Samuel Hunt', 'Merritt Patterson', 'Bob Gunton', 'Will Graham']","Zamperini returns to California where he wound up marrying Cynthia Applewhite while wrestling with untreated PTSD, suffering constant nightmares, angry, bitter and deeply depressed, his wife convinces Zamperini to attend the 1949 Billy Graham Crusade.",200000,/oD5RxDJGdJgpX8X61QMX0qNyYYu.jpg
1697,507086,Jurassic World Dominion,"['Adventure', 'Action', 'Science Fiction']",2022,147,6.7,5974,Colin Trevorrow,"['Chris Pratt', 'Bryce Dallas Howard', 'Laura Dern', 'Sam Neill']","Four years after Isla Nublar was destroyed, dinosaurs now live—and hunt—alongside humans all over the world. This fragile balance will reshape the future and determine, once and for all, whether human beings are to remain the apex predators ona planet they now share with history's most fearsome creatures.",836978080,/i74yGY5QMgq6seceDhltaPJ0xfO.jpg
1698,507089,Five Nights at Freddy's,"['Horror', 'Mystery']",2023,110,7.57,3936,Emma Tammi,"['Josh Hutcherson', 'Piper Rubio', 'Elizabeth Lail', 'Matthew Lillard']","Recently fired and desperate for work, a troubled young man named Mike agrees to take a position as a night security guard at an abandoned theme restaurant: Freddy Fazbear's Pizzeria. But he soon discovers that nothing at Freddy's is what it seems.",274803785,/A4j8S6moJS2zNtRR8oWF08gRnL5.jpg
1699,507241,The Killer's Game,"['Action', 'Comedy', 'Crime']",2024,104,6.0,8,J.J. Perry,"['Dave Bautista', 'Sofia Boutella', 'Terry Crews', 'Pom Klementieff']","When a top hitman is diagnosed with a terminal illness, he decides to take matters into his own hands – by taking a hit out on himself. But when the very hitmen he hired also target his pregnant ex-girlfriend, he must fend off an army of assassin colleagues and win back the love of his life before it’s too late.",-24909119,/4bKlTeOUr5AKrLky8mwWvlQqyVd.jpg
1700,507250,Dead Shot,"['Action', 'Thriller']",2023,92,5.359,46,Thomas Guard,"['Colin Morgan', 'Aml Ameen', 'Mark Strong', 'Felicity Jones']","In the 1970s, a member of the IRA takes over an Active Service Unit in London after his wife is accidentally shot dead in Ireland. The unit's mission is to cause chaos and destruction, while his personal aim is to hunt down his wife’s killer — an SAS captain, who is also hunting him.",0,/oLMzL9cpBBnkMGF8j4Z5Dbi2Z5u.jpg
1701,508442,Soul,"['Animation', 'Family', 'Comedy', 'Fantasy']",2020,101,8.126,10316,Pete Docter,"['Jamie Foxx', 'Tina Fey', 'Graham Norton', 'Rachel House']","Joe Gardner is a middle school teacher with a love for jazz music. After a successful audition at the Half Note Club, he suddenly gets into an accident that separates his soul from his body and is transported to the You Seminar, a center in which souls develop and gain passions before being transported to a newborn child. Joe must enlist help from the other souls-in-training, like 22, a soul who has spent eons in the You Seminar, in order to get back to Earth.",-28022489,/hm58Jw4Lw8OIeECIq5qyPYhAeRJ.jpg
1702,508763,A Dog's Way Home,"['Drama', 'Adventure', 'Family']",2019,96,7.371,1090,Charles Martin Smith,"['Ashley Judd', 'Jonah Hauer-King', 'Edward James Olmos', 'Alexandra Shipp']","The adventure of Bella, a dog who embarks on an epic 400-mile journey home after she is separated from her beloved human.",-356143,/pZn87R7gtmMCGGO8KeaAfZDhXLg.jpg
1703,508947,Turning Red,"['Animation', 'Family', 'Comedy', 'Fantasy']",2022,100,7.371,5140,Domee Shi,"['Rosalie Chiang', 'Sandra Oh', 'Ava Morse', 'Hyein Park']","Thirteen-year-old Mei is experiencing the awkwardness of being a teenager with a twist – when she gets too excited, she transforms into a giant red panda.",-153671038,/qsdjk9oAKSQMWs0Vt5Pyfh6O4GZ.jpg
1704,509874,Lying and Stealing,"['Crime', 'Comedy', 'Drama']",2019,100,5.859,347,Matt Aselton,"['Theo James', 'Emily Ratajkowski', 'Fred Melamed', 'Aris Alvarado']","Hoping to leave his criminal lifestyle behind him, a successful art thief teams up with a sexy con woman to pull off the ultimate heist and set himself free.",-3000000,/4YrVrPfMEqtFsLmN4HdzERjbveo.jpg
1705,510938,The Matchmaker's Playbook,['Romance'],2018,90,7.212,59,Tosca Musk,"['Nick Bateman', 'Caitlin Carver', 'Tyler Johnson', 'Justene Alpert']","After a career-ending accident, former NFL recruit Ian Hunter is back on campus, and he's putting his extensive skills with women to work as one of the masterminds behind a successful and secretive dating service. But when Blake Olson requests the services of Wingmen, Inc., Ian may have landed his most hopeless client yet. As Blake begins the transformation from hot mess to smokin' hot, Ian realizes he's in danger of breaking his cardinal rule....",0,/tpdLAbE4C7AMY77xFNguMX1XIb8.jpg
1706,512195,Red Notice,"['Action', 'Comedy', 'Crime']",2021,118,6.774,5693,Rawson Marshall Thurber,"['Dwayne Johnson', 'Ryan Reynolds', 'Gal Gadot', 'Ritu Arya']","An Interpol-issued Red Notice is a global alert to hunt and capture the world's most wanted. But when a daring heist brings together the FBI's top profiler and two rival criminals, there's no telling what will happen.",-159821857,/lAXONuqg41NwUMuzMiFvicDET9Y.jpg
1707,512200,Jumanji: The Next Level,"['Adventure', 'Comedy', 'Fantasy']",2019,123,6.907,8519,Jake Kasdan,"['Dwayne Johnson', 'Kevin Hart', 'Jack Black', 'Karen Gillan']","As the gang return to Jumanji to rescue one of their own, they discover that nothing is as they expect. The players will have to brave parts unknown and unexplored in order to escape the world’s most dangerous game.",676693929,/jyw8VKYEiM1UDzPB7NsisUgBeJ8.jpg
1708,512895,Lady and the Tramp,"['Family', 'Romance', 'Comedy']",2019,111,7.2,1524,Charlie Bean,"['Tessa Thompson', 'Justin Theroux', 'Kiersey Clemons', 'Thomas Mann']","The love story between a pampered Cocker Spaniel named Lady and a streetwise mongrel named Tramp. Lady finds herself out on the street after her owners have a baby and is saved from a pack by Tramp, who tries to show her to live her life footloose and collar-free.",0,/8wBEye516IKul9sW7JKGcFXVGfV.jpg
1709,513310,Boss Level,"['Action', 'Science Fiction', 'Thriller']",2021,101,6.885,1573,Joe Carnahan,"['Frank Grillo', 'Mel Gibson', 'Naomi Watts', 'Annabelle Wallis']","A former special forces agent is trapped in a time loop and relives his death over and over again. To escape the terrible situation, he must track down those responsible and stop them.",-43000000,/i6QFXv4lZyxRMknH0EDkCIz02XP.jpg
1710,514439,Breakthrough,['Drama'],2019,116,7.63,1051,Roxann Dawson,"['Chrissy Metz', 'Josh Lucas', 'Topher Grace', 'Mike Colter']","Tragedy strikes when a woman named Joyce's son falls through the ice on a frozen lake and is trapped underwater for over 15 minutes. After being rushed to the hospital, the 14-year-old boy continues to fight for his life as Joyce, her husband and their pastor stay by his bedside and pray for a miracle.",35200000,/t58dx7JIgchr9If5uxn3NmHaHoS.jpg
1711,514593,You Should Have Left,"['Horror', 'Thriller']",2020,93,6.016,761,David Koepp,"['Kevin Bacon', 'Amanda Seyfried', 'Avery Tiiu Essex', 'Colin Blumenau']","In an effort to repair their relationship, a couple books a vacation in the countryside for themselves and their daughter. What starts as a perfect retreat begins to fall apart as one loses their grip on reality, and a sinister force tries to tear them apart.",0,/tpOwE6xsWnu4lKeKbKW0R3iClM.jpg
1712,514847,The Hunt,"['Action', 'Thriller', 'Horror']",2020,90,6.648,3115,Craig Zobel,"['Betty Gilpin', 'Hilary Swank', 'Ethan Suplee', 'Teri Wyble']","Twelve strangers wake up in a clearing. They don't know where they are—or how they got there. In the shadow of a dark internet conspiracy theory, ruthless elitists gather at a remote location to hunt humans for sport. But their master plan is about to be derailed when one of the hunted turns the tables on her pursuers.",-3449650,/wxPhn4ef1EAo5njxwBkAEVrlJJG.jpg
1713,516486,Greyhound,"['War', 'Action', 'Drama']",2020,92,7.411,2843,Aaron Schneider,"['Tom Hanks', 'Stephen Graham', 'Rob Morgan', 'Josh Wiggins']","A first-time captain leads a convoy of allied ships carrying thousands of soldiers across the treacherous waters of the ""Black Pit"" to the front lines of WWII. With no air cover protection for 5 days, the captain and his convoy must battle the surrounding enemy Nazi U-boats in order to give the allies a chance to win the war.",-50300000,/kjMbDciooTbJPofVXgAoFjfX8Of.jpg
1714,516632,The Empty Man,"['Horror', 'Mystery', 'Thriller']",2020,137,6.1,789,David Prior,"['James Badge Dale', 'Marin Ireland', 'Sasha Frolova', 'Samantha Logan']","Retired cop James Lasombra is asked by a friend to investigate the disappearance of her daughter, who seemingly packed in the night and left an ominous message on the bathroom mirror - ""The Empty Man Made Me Do It."" As he investigates this mysterious figure further, James begins to see and hear strange things, and is forced to come to terms with his past and what it means for his future.",-11203007,/8apzu9JFTUMtOpYkHk6LNPOs3pY.jpg
1715,517764,The Farm,['Horror'],2019,80,5.333,324,Hans Stjernswärd,"['Nora Yessayan', 'Alec Gaylord', 'Ken Volok', 'Rob Tisdale']","The young couple Nora and Alec are on their way back from a long road trip. In a  desert town they want to take a break, but when they wake up the next morning, they are no longer in the motel where they had actually checked in. Overnight, the by a group of crazed killers wearing animal masks, have been abducted.  What would happen if people were treated like cattle for slaughter? On the farm, this horrific idea comes true. As Nora and Alec soon find out, they are not the only ones locked in cages, fattened up and fed only to be slaughtered, disemboweled and eaten as a delicacy by their torturers. For the young couple begins a fight for bare survival.",0,/7nPMR3QU5vl7cEmB1LE6O6yliCg.jpg
1716,517929,Fog City,"['Horror', 'Thriller']",2023,97,5.5,37,Steve Wolsh,"['Victoria Konefal', 'Connor Weil', 'Reese Mishler', 'Luke Benward']","A group of friends seal themselves inside a secluded Cape Cod vacation home after a mysterious orange fog leaks from an old nearby factory. Once trapped, they quickly learn there is no escape.",0,/isewxmxthIUrmPpGHQQlIuOid3s.jpg
1717,520758,Chicken Run: Dawn of the Nugget,"['Family', 'Animation', 'Adventure', 'Comedy']",2023,101,7.0,714,Sam Fell,"['Thandiwe Newton', 'Zachary Levi', 'Bella Ramsey', 'Imelda Staunton']",A band of fearless chickens flock together to save poultry-kind from an unsettling new threat: a nearby farm that's cooking up something suspicious.,0,/exNtEY8QUuQh9e23wSQjkPxKIU3.jpg
1718,522016,The 355,"['Action', 'Adventure', 'Thriller']",2022,122,6.066,980,Simon Kinberg,"['Jessica Chastain', ""Lupita Nyong'o"", 'Penélope Cruz', 'Diane Kruger']","A group of top female agents from American, British, Chinese, Colombian, and German government agencies are drawn together to try and stop an organization from acquiring a deadly weapon to send the world into chaos.",-19300000,/zxizwEPE8jhpbMgrFbwCztgvh2m.jpg
1719,522212,Just Mercy,"['Drama', 'Crime', 'History']",2019,137,7.88,2186,Destin Daniel Cretton,"['Michael B. Jordan', 'Brie Larson', 'Jamie Foxx', ""O'Shea Jackson Jr.""]","The powerful true story of Harvard-educated lawyer Bryan Stevenson, who goes to Alabama to defend the disenfranchised and wrongly condemned — including Walter McMillian, a man sentenced to death despite evidence proving his innocence. Bryan fights tirelessly for Walter with the system stacked against them.",25401502,/4YJNp1cquIkX8JxFwkKNEFQ9tgr.jpg
1720,522402,Finch,"['Science Fiction', 'Drama', 'Adventure']",2021,115,7.884,3423,Miguel Sapochnik,"['Tom Hanks', 'Caleb Landry Jones', 'Oscar Avila', 'Lora Martinez-Cunningham']","On a post-apocalyptic Earth, a robot, built to protect the life of his dying creator's beloved dog, learns about life, love, friendship, and what it means to be human.",-2500000,/jKuDyqx7jrjiR9cDzB5pxzhJAdv.jpg
1721,522417,The Scorpion King: Book of Souls,"['Action', 'Adventure', 'Fantasy']",2018,102,5.921,277,Don Michael Paul,"['Zach McGowan', 'Peter Mensah', 'Pearl Thusi', 'Mayling Ng']","The Scorpion King teams up with a female warrior named Tala, who is the sister of The Nubian King. Together they search for a legendary relic known as The Book of Souls, which will allow them to put an end to an evil warlord.",0,/mSviUMejPmerwoQxdj7wR4Ky1Fd.jpg
1722,522444,Black Water: Abyss,"['Horror', 'Action', 'Adventure']",2020,98,5.156,425,Andrew Traucki,"['Jessica McNamee', 'Luke Mitchell', 'Amali Golden', 'Benjamin Hoetjes']","An adventure-loving couple convince their friends to explore a remote, uncharted cave system in the forests of Northern Australia. With a tropical storm approaching, they abseil into the mouth of the cave, but when the caves start to flood, tensions rise as oxygen levels fall and the friends find themselves trapped. Unknown to them, the storm has also brought in a pack of dangerous and hungry crocodiles.",1117982,/pmAv14TPE2vKMIRrVeCd1Ll7K94.jpg
1723,522478,Peter Rabbit 2: The Runaway,"['Family', 'Comedy', 'Adventure', 'Animation']",2021,93,7.126,787,Will Gluck,"['James Corden', 'Rose Byrne', 'Domhnall Gleeson', 'David Oyelowo']","Peter Rabbit runs away from his human family when he learns they are going to portray him in a bad light in their book. Soon, he crosses paths with an older rabbit who ropes him into a heist.",108000000,/cycDz68DtTjJrDJ1fV8EBq2Xdpb.jpg
1724,522518,A Dog's Journey,"['Family', 'Adventure', 'Drama']",2019,109,8.069,1479,Gail Mancuso,"['Marg Helgenberger', 'Betty Gilpin', 'Henry Lau', 'Kathryn Prescott']",A dog finds the meaning of his own existence through the lives of the humans he meets.,62871079,/wquJChp0NpoqthYdE3YjXNNxvVC.jpg
1725,522627,The Gentlemen,"['Action', 'Crime', 'Comedy']",2020,113,7.678,5653,Guy Ritchie,"['Matthew McConaughey', 'Charlie Hunnam', 'Michelle Dockery', 'Jeremy Strong']","American expat Mickey Pearson has built a highly profitable marijuana empire in London. When word gets out that he’s looking to cash out of the business forever it triggers plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",93171795,/jtrhTYB7xSrJxR1vusu99nvnZ1g.jpg
1726,522924,The Art of Racing in the Rain,"['Drama', 'Romance']",2019,109,8.198,1456,Simon Curtis,"['Kevin Costner', 'Milo Ventimiglia', 'Jackie Minns', 'Marcus Hondro']","A family dog – with a near-human soul and a philosopher's mind – evaluates his life through the lessons learned by his human owner, a race-car driver.",15800000,/mi5VN4ww0JZgRFJIaPxxTGKjUg7.jpg
1727,522931,Hitman's Wife's Bodyguard,"['Action', 'Comedy', 'Crime', 'Thriller']",2021,100,6.688,2229,Patrick Hughes,"['Ryan Reynolds', 'Samuel L. Jackson', 'Salma Hayek Pinault', 'Antonio Banderas']","The world’s most lethal odd couple – bodyguard Michael Bryce and hitman Darius Kincaid – are back on another life-threatening mission. Still unlicensed and under scrutiny, Bryce is forced into action by Darius's even more volatile wife, the infamous international con artist Sonia Kincaid. As Bryce is driven over the edge by his two most dangerous protectees, the trio get in over their heads in a global plot and soon find that they are all that stand between Europe and a vengeful and powerful madman.",60492,/6zwGWDpY8Zu0L6W4SYWERBR8Msw.jpg
1728,526007,The Night Clerk,"['Thriller', 'Crime', 'Drama']",2020,90,6.248,759,Michael Cristofer,"['Tye Sheridan', 'Ana de Armas', 'Helen Hunt', 'John Leguizamo']","Hotel night clerk Bart Bromley is a highly intelligent young man on the Autism spectrum. When a woman is murdered during his shift, Bart becomes the prime suspect. As the police investigation closes in, Bart makes a personal connection with a beautiful guest named Andrea, but soon realises he must stop the real murderer before she becomes the next victim.",302127,/hPWjid7yMatyIDHvku7lCMN7zSi.jpg
